parameter,step,step_next,cos_sim,l1_change,l2_change,realtive_change,mean_squared_change,max_abs_change
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,118000,119000,0.99999654,0.6946538686752319,0.021239716559648514,0.002705956343561411,2.2027616353170743e-07,0.00390625
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,118000,119000,0.9996883,792.14697265625,1.0035812854766846,0.025237180292606354,9.606454796085018e-07,0.0166015625
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,118000,119000,0.9999961,0.0959773063659668,0.005278462078422308,0.002819197252392769,5.441828676566729e-08,0.00103759765625
gpt_neox.final_layer_norm.weight,118000,119000,0.99999905,47.046875,2.0879409313201904,0.009905286133289337,0.008514642715454102,0.1015625
gpt_neox.final_layer_norm.bias,118000,119000,0.9999792,45.28981018066406,2.037445068359375,0.018055975437164307,0.008107777684926987,0.1015625
embed_out.weight,118000,119000,0.9999334,37381.76171875,8.002497673034668,0.01732867769896984,2.475154815329006e-06,0.013092041015625
all_parameters,118000,119000,0.9999435,117517.9765625,17.85177993774414,0.011005176231265068,4.623494078259682e-06,0.1015625
gpt_neox.embed_in.weight,109000,119000,0.9797857,160594.09375,40.004920959472656,0.22022487223148346,6.229327846085653e-05,0.04808998107910156
gpt_neox.layers.0.input_layernorm.weight,109000,119000,0.9999849,11.62841796875,0.5258480906486511,0.02497934177517891,0.0005400707013905048,0.03271484375
gpt_neox.layers.0.input_layernorm.bias,109000,119000,0.9999681,1.483475685119629,0.08822691440582275,0.013722551055252552,1.5203103430394549e-05,0.021484375
gpt_neox.layers.0.post_attention_layernorm.weight,109000,119000,0.999986,5.551513671875,0.2527018189430237,0.022249873727560043,0.00012472306843847036,0.048828125
gpt_neox.layers.0.post_attention_layernorm.bias,109000,119000,0.9986477,1.2023005485534668,0.08598259091377258,0.06700391322374344,1.4439465303439647e-05,0.03662109375
gpt_neox.layers.0.attention.query_key_value.weight,109000,119000,0.9942604,2730.4736328125,3.9782137870788574,0.11670859903097153,2.0123185095144436e-05,0.033111572265625
gpt_neox.layers.0.attention.query_key_value.bias,109000,119000,0.9999939,9.402873992919922,0.5305663347244263,0.006884541362524033,0.00018326863937545568,0.140625
gpt_neox.layers.0.attention.dense.weight,109000,119000,0.99105996,716.8860473632812,1.7873523235321045,0.15025387704372406,1.2186324966023676e-05,0.027099609375
gpt_neox.layers.0.attention.dense.bias,109000,119000,0.9998026,0.9635595083236694,0.07544142752885818,0.029571987688541412,1.1116033419966698e-05,0.033203125
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,109000,119000,0.9946803,3408.394775390625,4.202460765838623,0.11943057924509048,1.6841369870235212e-05,0.020751953125
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,109000,119000,0.9996648,4.9968767166137695,0.1451014280319214,0.028594961389899254,1.028048154694261e-05,0.0172119140625
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,109000,119000,0.9936783,2368.62353515625,2.9129605293273926,0.12824982404708862,8.09161429060623e-06,0.023681640625
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,109000,119000,0.9998026,0.9635595083236694,0.07544142752885818,0.029571987688541412,1.1116033419966698e-05,0.033203125
gpt_neox.layers.1.input_layernorm.weight,109000,119000,0.99999094,10.41064453125,0.4707474410533905,0.017857585102319717,0.0004328186623752117,0.0322265625
gpt_neox.layers.1.input_layernorm.bias,109000,119000,0.99981725,0.925003170967102,0.05375371873378754,0.023528842255473137,5.643481017614249e-06,0.0126953125
gpt_neox.layers.1.post_attention_layernorm.weight,109000,119000,0.9999951,4.865234375,0.2298772931098938,0.007854386232793331,0.00010321009904146194,0.021484375
gpt_neox.layers.1.post_attention_layernorm.bias,109000,119000,0.99987745,1.345488429069519,0.07433564215898514,0.021847382187843323,1.0792554348881822e-05,0.01171875
gpt_neox.layers.1.attention.query_key_value.weight,109000,119000,0.9933064,2986.235595703125,4.355775833129883,0.12701089680194855,2.4123764887917787e-05,0.0331268310546875
gpt_neox.layers.1.attention.query_key_value.bias,109000,119000,0.99999297,17.08077049255371,1.0783801078796387,0.008154024370014668,0.0007570988964289427,0.265625
gpt_neox.layers.1.attention.dense.weight,109000,119000,0.9917655,770.8614501953125,1.9045733213424683,0.14621520042419434,1.3837199730915017e-05,0.02001953125
gpt_neox.layers.1.attention.dense.bias,109000,119000,0.9997155,0.6702510714530945,0.04536465182900429,0.03186097741127014,4.01943680117256e-06,0.0205078125
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,109000,119000,0.9933234,3813.9833984375,4.714352607727051,0.1309565156698227,2.1193989596213214e-05,0.03466796875
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,109000,119000,0.9999812,2.815767288208008,0.08186224102973938,0.009902912192046642,3.272180947533343e-06,0.01153564453125
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,109000,119000,0.98794687,3145.985595703125,3.8668057918548584,0.16589465737342834,1.425875598215498e-05,0.0341796875
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,109000,119000,0.9997155,0.6702510714530945,0.04536465182900429,0.03186097741127014,4.01943680117256e-06,0.0205078125
gpt_neox.layers.2.input_layernorm.weight,109000,119000,0.9999917,7.099609375,0.326253741979599,0.013604557141661644,0.00020789355039596558,0.0234375
gpt_neox.layers.2.input_layernorm.bias,109000,119000,0.99989015,1.1597111225128174,0.0708669126033783,0.026471447199583054,9.80882759904489e-06,0.0234375
gpt_neox.layers.2.post_attention_layernorm.weight,109000,119000,0.99999344,2.1025390625,0.11340746283531189,0.004666552878916264,2.5119632482528687e-05,0.015625
gpt_neox.layers.2.post_attention_layernorm.bias,109000,119000,0.99987125,1.0881075859069824,0.06284146010875702,0.018317827954888344,7.71298618928995e-06,0.015625
gpt_neox.layers.2.attention.query_key_value.weight,109000,119000,0.9895117,3319.08154296875,4.846965312957764,0.15502946078777313,2.987148218380753e-05,0.030914306640625
gpt_neox.layers.2.attention.query_key_value.bias,109000,119000,0.99998665,22.906021118164062,1.5547149181365967,0.009008805267512798,0.0015736580826342106,0.4375
gpt_neox.layers.2.attention.dense.weight,109000,119000,0.9942878,761.8067626953125,1.8923171758651733,0.12375885248184204,1.3659758224093821e-05,0.01953125
gpt_neox.layers.2.attention.dense.bias,109000,119000,0.9996842,0.6226275563240051,0.03901728615164757,0.02745465748012066,2.97333690468804e-06,0.01416015625
gpt_neox.layers.2.mlp.dense_h_to_4h.weight,109000,119000,0.9931625,3917.757568359375,4.93733549118042,0.13208076357841492,2.32464044529479e-05,0.0888671875
gpt_neox.layers.2.mlp.dense_h_to_4h.bias,109000,119000,0.99997634,3.1223297119140625,0.10277403146028519,0.010663343593478203,5.157471605343744e-06,0.02734375
gpt_neox.layers.2.mlp.dense_4h_to_h.weight,109000,119000,0.9882344,3288.129638671875,4.0487895011901855,0.16358552873134613,1.5632489521522075e-05,0.03369140625
gpt_neox.layers.2.mlp.dense_4h_to_h.bias,109000,119000,0.9996842,0.6226275563240051,0.03901728615164757,0.02745465748012066,2.97333690468804e-06,0.01416015625
gpt_neox.layers.3.input_layernorm.weight,109000,119000,0.9999771,6.03369140625,0.38022440671920776,0.009992698207497597,0.0002823644317686558,0.0703125
gpt_neox.layers.3.input_layernorm.bias,109000,119000,0.9999528,4.254172325134277,0.219655841588974,0.021022513508796692,9.423571464139968e-05,0.021484375
gpt_neox.layers.3.post_attention_layernorm.weight,109000,119000,0.9999945,7.22705078125,0.3331599235534668,0.011710282415151596,0.0002167881466448307,0.025390625
gpt_neox.layers.3.post_attention_layernorm.bias,109000,119000,0.9996151,2.698516845703125,0.1469031125307083,0.03153252229094505,4.214946602587588e-05,0.02197265625
gpt_neox.layers.3.attention.query_key_value.weight,109000,119000,0.9988857,3009.614013671875,5.66963529586792,0.060042254626750946,4.087418710696511e-05,0.0849609375
gpt_neox.layers.3.attention.query_key_value.bias,109000,119000,0.9999841,178.99244689941406,10.604470252990723,0.013877860270440578,0.07321276515722275,1.03125
gpt_neox.layers.3.attention.dense.weight,109000,119000,0.9957361,831.4774780273438,2.100945472717285,0.10343342274427414,1.6837781004142016e-05,0.05303955078125
gpt_neox.layers.3.attention.dense.bias,109000,119000,0.9997779,0.5986077785491943,0.039138149470090866,0.022936008870601654,2.9917864594608545e-06,0.02099609375
gpt_neox.layers.3.mlp.dense_h_to_4h.weight,109000,119000,0.9940124,3325.728759765625,4.144621849060059,0.122740238904953,1.6381094610551372e-05,0.030332565307617188
gpt_neox.layers.3.mlp.dense_h_to_4h.bias,109000,119000,0.99989617,5.126169204711914,0.14661651849746704,0.017164381220936775,1.0496290087758098e-05,0.0126953125
gpt_neox.layers.3.mlp.dense_4h_to_h.weight,109000,119000,0.992924,3096.1171875,3.9016995429992676,0.12858788669109344,1.4517197087116074e-05,0.0728759765625
gpt_neox.layers.3.mlp.dense_4h_to_h.bias,109000,119000,0.9997779,0.5986077785491943,0.039138149470090866,0.022936008870601654,2.9917864594608545e-06,0.02099609375
gpt_neox.layers.4.input_layernorm.weight,109000,119000,0.9999769,22.87255859375,1.2020909786224365,0.021750779822468758,0.002822310198098421,0.15234375
gpt_neox.layers.4.input_layernorm.bias,109000,119000,0.9987365,34.03319549560547,1.8086646795272827,0.12271136790513992,0.006389195565134287,0.2763671875
gpt_neox.layers.4.post_attention_layernorm.weight,109000,119000,0.99998975,12.5498046875,0.5808380246162415,0.01748565584421158,0.0006589312106370926,0.068359375
gpt_neox.layers.4.post_attention_layernorm.bias,109000,119000,0.99924636,6.475600719451904,0.35172542929649353,0.05893762409687042,0.00024162264890037477,0.04443359375
gpt_neox.layers.4.attention.query_key_value.weight,109000,119000,0.9979488,5759.396484375,15.22140884399414,0.0784679651260376,0.00029464761610142887,0.21484375
gpt_neox.layers.4.attention.query_key_value.bias,109000,119000,0.99998045,358.54351806640625,18.012672424316406,0.022616026923060417,0.2112346738576889,1.0625
gpt_neox.layers.4.attention.dense.weight,109000,119000,0.9906881,603.0542602539062,1.526443600654602,0.17048534750938416,8.888156116881873e-06,0.0336456298828125
gpt_neox.layers.4.attention.dense.bias,109000,119000,0.9997735,1.1204438209533691,0.07530927658081055,0.03226180374622345,1.1077123417635448e-05,0.041015625
gpt_neox.layers.4.mlp.dense_h_to_4h.weight,109000,119000,0.99554324,2755.399169921875,3.452223777770996,0.10594432801008224,1.1364948477421422e-05,0.032928466796875
gpt_neox.layers.4.mlp.dense_h_to_4h.bias,109000,119000,0.99957466,7.999106407165527,0.24120774865150452,0.02951204404234886,2.84087782347342e-05,0.04345703125
gpt_neox.layers.4.mlp.dense_4h_to_h.weight,109000,119000,0.9959374,2771.170166015625,3.5600650310516357,0.10215988010168076,1.208611411129823e-05,0.1094970703125
gpt_neox.layers.4.mlp.dense_4h_to_h.bias,109000,119000,0.9997735,1.1204438209533691,0.07530927658081055,0.03226180374622345,1.1077123417635448e-05,0.041015625
gpt_neox.layers.5.input_layernorm.weight,109000,119000,0.9999463,35.708984375,2.4832231998443604,0.040505118668079376,0.012043744325637817,0.75
gpt_neox.layers.5.input_layernorm.bias,109000,119000,0.99862075,10.302916526794434,0.792943000793457,0.09623721241950989,0.0012280442751944065,0.244140625
gpt_neox.layers.5.post_attention_layernorm.weight,109000,119000,0.9999894,14.24169921875,0.6536495685577393,0.018897317349910736,0.0008344878442585468,0.06640625
gpt_neox.layers.5.post_attention_layernorm.bias,109000,119000,0.99948996,3.593883514404297,0.19833829998970032,0.033943358808755875,7.683219155296683e-05,0.0302734375
gpt_neox.layers.5.attention.query_key_value.weight,109000,119000,0.99719274,4572.8828125,9.802328109741211,0.07733117043972015,0.0001221859856741503,0.185546875
gpt_neox.layers.5.attention.query_key_value.bias,109000,119000,0.999998,304.00823974609375,14.89240837097168,0.014289550483226776,0.1443905383348465,0.9375
gpt_neox.layers.5.attention.dense.weight,109000,119000,0.9936058,515.2559814453125,1.2859665155410767,0.13661332428455353,6.3082379710976966e-06,0.0416259765625
gpt_neox.layers.5.attention.dense.bias,109000,119000,0.999532,1.0817553997039795,0.05790073052048683,0.03092445805668831,6.547841621795669e-06,0.0115966796875
gpt_neox.layers.5.mlp.dense_h_to_4h.weight,109000,119000,0.9960689,2495.065673828125,3.1493003368377686,0.09819027781486511,9.457839041715488e-06,0.04864501953125
gpt_neox.layers.5.mlp.dense_h_to_4h.bias,109000,119000,0.9996204,6.980402946472168,0.22136519849300385,0.028202099725604057,2.3927028450998478e-05,0.05126953125
gpt_neox.layers.5.mlp.dense_4h_to_h.weight,109000,119000,0.9967779,2768.640625,3.566283941268921,0.08968177437782288,1.2128340131312143e-05,0.2025146484375
gpt_neox.layers.5.mlp.dense_4h_to_h.bias,109000,119000,0.999532,1.0817553997039795,0.05790073052048683,0.03092445805668831,6.547841621795669e-06,0.0115966796875
gpt_neox.final_layer_norm.weight,109000,119000,0.9998721,523.640625,23.267513275146484,0.11038213223218918,1.0573773384094238,1.1171875
gpt_neox.final_layer_norm.bias,109000,119000,0.99692637,497.11236572265625,22.496999740600586,0.19936993718147278,0.9885058403015137,1.11328125
embed_out.weight,109000,119000,0.9935605,382721.875,78.02142333984375,0.16894826292991638,0.00023637735284864902,0.06801605224609375
all_parameters,109000,119000,0.9984572,609033.5625,100.00190734863281,0.06330150365829468,0.00014251709217205644,1.1171875
gpt_neox.embed_in.weight,119000,120000,0.99706787,56159.92578125,13.91672134399414,0.07709702104330063,7.5367534009274095e-06,0.0163116455078125
gpt_neox.layers.0.input_layernorm.weight,119000,120000,0.9999988,1.24609375,0.06433834880590439,0.003048414597287774,8.084811270236969e-06,0.0068359375
gpt_neox.layers.0.input_layernorm.bias,119000,120000,0.99999946,0.157068133354187,0.009405582211911678,0.0014615061227232218,1.7278314601298916e-07,0.001953125
gpt_neox.layers.0.post_attention_layernorm.weight,119000,120000,0.9999965,0.7861328125,0.04223562404513359,0.0037091257981956005,3.484077751636505e-06,0.005859375
gpt_neox.layers.0.post_attention_layernorm.bias,119000,120000,0.9999668,0.19670075178146362,0.011035882867872715,0.008576443418860435,2.3787248437656672e-07,0.001708984375
gpt_neox.layers.0.attention.query_key_value.weight,119000,120000,0.9986763,1218.139404296875,1.7549240589141846,0.05166643112897873,3.916110927093541e-06,0.011408805847167969
gpt_neox.layers.0.attention.query_key_value.bias,119000,120000,0.9999999,1.20563805103302,0.057885803282260895,0.0007508117705583572,2.181488525820896e-06,0.015625
gpt_neox.layers.0.attention.dense.weight,119000,120000,0.99711275,363.98333740234375,0.9036271572113037,0.07633934915065765,3.1148747439146973e-06,0.008867263793945312
gpt_neox.layers.0.attention.dense.bias,119000,120000,0.9999969,0.11868143081665039,0.007507771253585815,0.0029474219772964716,1.1009107936388318e-07,0.001953125
gpt_neox.layers.0.mlp.dense_h_to_4h.weight,119000,120000,0.9985711,1528.841796875,1.883887767791748,0.05378953367471695,3.3845178677438525e-06,0.009765625
gpt_neox.layers.0.mlp.dense_h_to_4h.bias,119000,120000,0.9999821,1.0613659620285034,0.03070671483874321,0.006045653950423002,4.6040150891712983e-07,0.002685546875
gpt_neox.layers.0.mlp.dense_4h_to_h.weight,119000,120000,0.99811494,1135.1646728515625,1.395471215248108,0.061731308698654175,1.8569569419923937e-06,0.007129669189453125
gpt_neox.layers.0.mlp.dense_4h_to_h.bias,119000,120000,0.9999969,0.11868143081665039,0.007507771253585815,0.0029474219772964716,1.1009107936388318e-07,0.001953125
gpt_neox.layers.1.input_layernorm.weight,119000,120000,0.999999,1.11328125,0.05961432307958603,0.0022576479241251945,6.941147148609161e-06,0.0078125
gpt_neox.layers.1.input_layernorm.bias,119000,120000,0.99999577,0.12409090995788574,0.006901998538523912,0.003018844174221158,9.304215353722611e-08,0.0010986328125
gpt_neox.layers.1.post_attention_layernorm.weight,119000,120000,0.99999917,0.8095703125,0.046373866498470306,0.0015832324279472232,4.200264811515808e-06,0.005859375
gpt_neox.layers.1.post_attention_layernorm.bias,119000,120000,0.99999475,0.2247391939163208,0.012323579750955105,0.003616316244006157,2.966223178191285e-07,0.00146484375
gpt_neox.layers.1.attention.query_key_value.weight,119000,120000,0.99862427,1250.285888671875,1.8008646965026855,0.05273064598441124,4.1238054109271616e-06,0.011383056640625
gpt_neox.layers.1.attention.query_key_value.bias,119000,120000,0.9999999,1.7523367404937744,0.10005401819944382,0.0007561198435723782,6.517453130072681e-06,0.03125
gpt_neox.layers.1.attention.dense.weight,119000,120000,0.9974067,379.2943115234375,0.9381632804870605,0.07240789383649826,3.3575463476154255e-06,0.00896453857421875
gpt_neox.layers.1.attention.dense.bias,119000,120000,0.9999941,0.09365063905715942,0.005873981863260269,0.00413479981943965,6.738996205513104e-08,0.0029296875
gpt_neox.layers.1.mlp.dense_h_to_4h.weight,119000,120000,0.9983326,1690.2347412109375,2.081148386001587,0.05809081718325615,4.130337856622646e-06,0.010528564453125
gpt_neox.layers.1.mlp.dense_h_to_4h.bias,119000,120000,0.9999957,0.8688545227050781,0.02466053143143654,0.0029813963919878006,2.9694422210013727e-07,0.001953125
gpt_neox.layers.1.mlp.dense_4h_to_h.weight,119000,120000,0.99707603,1451.7987060546875,1.7815088033676147,0.07675982266664505,3.026526428584475e-06,0.009693145751953125
gpt_neox.layers.1.mlp.dense_4h_to_h.bias,119000,120000,0.9999941,0.09365063905715942,0.005873981863260269,0.00413479981943965,6.738996205513104e-08,0.0029296875
